,Word1,Word2,Cosine,Pearson CC,Spearman's rank CC
323,lưu_thông,ách_tắc,2.566508742157237,"(0.31062376291270016, 0.00010943164949637562)","SpearmanrResult(correlation=0.3015511800524468, pvalue=0.00017682434049836435)"
324,thứ_yếu,rộng_rãi,0.2734309641465575,"(0.0446409775556256, 0.5875189432353615)","SpearmanrResult(correlation=0.04621183163696165, pvalue=0.5744277579479848)"
325,đặt_chân,thay,1.7120986854604199,"(0.21628048996327023, 0.007854424417899903)","SpearmanrResult(correlation=0.2390879594648651, pvalue=0.0032131041204764947)"
326,dì_ghẻ,phụ_huynh,1.6653764373370779,"(0.2400704529933228, 0.003085855965034317)","SpearmanrResult(correlation=0.22782701453397933, pvalue=0.005048393713144807)"
327,rỗi,rỗi_rãi,3.4929199351997577,"(0.5166019736810903, 1.3132779661348194e-11)","SpearmanrResult(correlation=0.5059229299079959, pvalue=4.0008674891336524e-11)"
328,tái_phát,nhiễm_khuẩn,3.1403925166265423,"(0.40950240173415176, 1.956496493958059e-07)","SpearmanrResult(correlation=0.4187510556024713, pvalue=9.666803159729997e-08)"
329,mầm,rau_quả,1.3565861442674765,"(0.20040887809146857, 0.013933844817974494)","SpearmanrResult(correlation=0.18825903373483266, pvalue=0.021050741542917705)"
330,hạn_hán,lụt_lội,5.896998381003997,"(0.6787484617215561, 1.3693758807757302e-21)","SpearmanrResult(correlation=0.6426294501977866, pvalue=7.670263774021523e-19)"
331,lưỡng_lự,dứt_khoát,1.624091948321432,"(0.23051409979516388, 0.004540933844208334)","SpearmanrResult(correlation=0.22880128005689143, pvalue=0.0048588181303959276)"
332,tung,cấp_phát,1.5054651629839102,"(0.18399684033619187, 0.024201230649220192)","SpearmanrResult(correlation=0.15733143695275348, pvalue=0.05450746875448861)"
333,giầu,khó,0.939370640141122,"(0.13838551992854894, 0.091252618517274)","SpearmanrResult(correlation=0.15753411262722788, pvalue=0.05419308225325117)"
334,làm_đẹp,cải_tạo,1.2708743990715872,"(0.17683011353618447, 0.030411518112718187)","SpearmanrResult(correlation=0.15162451664518425, pvalue=0.06399674966517696)"
335,ban_mai,sớm_mai,2.961681690240411,"(0.48868057423471384, 2.232562322572942e-10)","SpearmanrResult(correlation=0.451289390639584, pvalue=6.79444947042278e-09)"
336,quỳ,ví,0.4467163005115952,"(0.05938251632226543, 0.4703943336002259)","SpearmanrResult(correlation=0.05209298191030713, pvalue=0.5266690118853814)"
337,bại_lộ,lộ,3.8867024225511457,"(0.4710639996883098, 1.1747298040545855e-09)","SpearmanrResult(correlation=0.4478296813191698, pvalue=9.13258490908773e-09)"
338,tính_cách,phẩm_chất,3.756566988314745,"(0.4930559423462445, 1.45632330884646e-10)","SpearmanrResult(correlation=0.4886243833059247, pvalue=2.2447577225812323e-10)"
339,triều_đại,cổ_đại,2.2769731966113302,"(0.2766001873207011, 0.0006116227786745198)","SpearmanrResult(correlation=0.2697702120094227, pvalue=0.0008423976706287965)"
340,lình_xình,nặng_tình,1.270493076531669,"(0.16851445421339362, 0.03926751729414714)","SpearmanrResult(correlation=0.12051557847015423, pvalue=0.1418271929466491)"
341,người_làm,người_bị_hại,0.96642692887852,"(0.13398352995991655, 0.10213127254731677)","SpearmanrResult(correlation=0.17808613716165164, pvalue=0.029234168163902566)"
342,chần_chừ,lảo_đảo,0.7575816711611567,"(0.11663139116972257, 0.15521705635612318)","SpearmanrResult(correlation=0.12965020667585225, pvalue=0.11381346569837182)"
343,khử_trùng,sát_trùng,5.753893893286189,"(0.7015865109118445, 1.5375186992522557e-23)","SpearmanrResult(correlation=0.702052535668252, pvalue=1.3967290373050213e-23)"
